Timestamp,EpochSeconds,depth,VerticalControl.depthCmd,platform_propeller_rotation_rate,SpeedControl.propOmegaAction,platform_buoyancy_position,VerticalControl.buoyancyAction,platform_mass_position,VerticalControl.massPositionAction,platform_elevator_angle,VerticalControl.elevatorAngleAction,platform_pitch_angle,platform_rudder_angle,HorizontalControl.rudderAngleAction
2021-08-11T02:16:37.547Z,1628648197.547,0.105043 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,496.745117 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.065310 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:37.958Z,1628648197.958,0.107924 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,496.685516 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.069936 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:38.367Z,1628648198.367,0.110636 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,496.596100 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.074271 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:38.778Z,1628648198.778,0.113583 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,496.536499 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.078801 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:39.188Z,1628648199.188,0.116358 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,496.447083 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.082739 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:39.598Z,1628648199.598,0.119236 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,496.372589 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.086365 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:40.008Z,1628648200.008,0.122149 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,496.283173 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.089464 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:40.418Z,1628648200.418,0.125092 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,496.208679 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.091965 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:40.828Z,1628648200.828,0.128075 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,496.119263 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.093830 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:41.238Z,1628648201.238,0.131165 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,496.044769 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.095080 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:41.647Z,1628648201.647,0.134144 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,495.940460 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.095680 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:42.058Z,1628648202.058,0.137157 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,495.851044 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.095769 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:42.468Z,1628648202.468,0.140434 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,495.776520 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.095401 arcdeg,0.000000 arcdeg,0.000000 arcdeg
